,AUC Article Title,Titles,Journals,doi,Cross Ref Links,links,CiteScore,Open Access,ISSN,resurchify Links,Impact factor,H-Index
1101,Gold nanoparticle-based fluorescence immunoassay for malaria antigen detection,Use of Dipstick Tests for the Rapid Diagnosis of Malaria in Nonimmune Travelers,Journal of Travel Medicine,10.2310/7060.2000.00055,https://api.crossref.org/works/10.2310/7060.2000.00055.xml,https://journalsearches.com/journal.php?title=Journal of Travel Medicine,13, NO,11951982,https://www.resurchify.com/find/?query=11951982,11.83,64
1102,Gold nanoparticle-based fluorescence immunoassay for malaria antigen detection,Single-mismatch detection using gold-quenched fluorescent oligonucleotides,Nature Biotechnology,10.1038/86762,https://api.crossref.org/works/10.1038/86762.xml,https://journalsearches.com/journal.php?title=Nature Biotechnology,37.4, NO,10870156,https://www.resurchify.com/find/?query=10870156,20.37,463
1103,Gold nanoparticle-based fluorescence immunoassay for malaria antigen detection,Demonstration of heat-shock protein 70 in the sporozoite stage of malaria parasites,Parasitology Research,10.1007/BF00932618,https://api.crossref.org/works/10.1007/BF00932618.xml,https://journalsearches.com/journal.php?title=Parasitology Research,3.3, NO,09320113,https://www.resurchify.com/find/?query=09320113,2.32,98
1104,Gold nanoparticle-based fluorescence immunoassay for malaria antigen detection,Antibodies against heat shock proteins in environmental stresses and diseases: friend or foe?,Cell Stress & Chaperones,10.1379/CSC-155R.1,https://api.crossref.org/works/10.1379/CSC-155R.1.xml,https://journalsearches.com/journal.php?title=Cell Stress & Chaperones,4.4,NO,,https://www.resurchify.com/find/?query=,,
1105,Gold nanoparticle-based fluorescence immunoassay for malaria antigen detection,Human immune response directed against Plasmodium falciparum heat shock-related proteins,Infection and Immunity,10.1128/IAI.58.5.1408-1414.1990,https://api.crossref.org/works/10.1128/IAI.58.5.1408-1414.1990.xml,https://journalsearches.com/journal.php?title=Infection and Immunity,5.8, NO,00199567,https://www.resurchify.com/find/?query=00199567,3.47,227
1106,Gold nanoparticle-based fluorescence immunoassay for malaria antigen detection,The Colorimetric Detection and Quantitation of Total Protein,Current Protocols in Cell Biology,10.1002/0471143030.cba03hs15,https://api.crossref.org/works/10.1002/0471143030.cba03hs15.xml,https://journalsearches.com/journal.php?title=Current Protocols in Cell Biology,2.3, NO,19342500,https://www.resurchify.com/find/?query=19342500,2.18,43
1107,Gold nanoparticle-based fluorescence immunoassay for malaria antigen detection,"Overproduction, purification, and characterization of the Plasmodium falciparum heat shock protein 70",Protein Expression and Purification,10.1016/j.pep.2003.09.010,https://api.crossref.org/works/10.1016/j.pep.2003.09.010.xml,https://journalsearches.com/journal.php?title=Protein Expression and Purification,3, NO,10465928,https://www.resurchify.com/find/?query=10465928,1.96,91
1108,Gold nanoparticle-based fluorescence immunoassay for malaria antigen detection,Cy3B™: Improving the Performance of Cyanine Dyes,Journal of Fluorescence,10.1023/B:JOFL.0000016286.62641.59,https://api.crossref.org/works/10.1023/B:JOFL.0000016286.62641.59.xml,https://journalsearches.com/journal.php?title=Journal of Fluorescence,3.7, NO,10530509,https://www.resurchify.com/find/?query=10530509,2.33,74
1109,"Growth, site fidelity, and grouper interactions of the Red Sea lionfish Pterois miles (Scorpaenidae) in its native habitat","A Natural Predator of the Lionfish, Pterois miles",Copeia,10.2307/1446269,https://api.crossref.org/works/10.2307/1446269.xml,https://journalsearches.com/journal.php?title=Copeia,2.1, NO,00458511,https://www.resurchify.com/find/?query=00458511,,
1110,"Growth, site fidelity, and grouper interactions of the Red Sea lionfish Pterois miles (Scorpaenidae) in its native habitat",Gymnothorax spp. (Muraenidae) as natural predators of the lionfish Pterois miles in its native biogeographical range,Environmental Biology of Fishes,10.1007/s10641-017-0600-7,https://api.crossref.org/works/10.1007/s10641-017-0600-7.xml,https://journalsearches.com/journal.php?title=Environmental Biology of Fishes,2.8, NO,03781909,https://www.resurchify.com/find/?query=03781909,1.72,89
1111,"Growth, site fidelity, and grouper interactions of the Red Sea lionfish Pterois miles (Scorpaenidae) in its native habitat","
                    Photo-identification as a simple tool for studying invasive lionfish
                    Pterois volitans
                    populations
                  ",Journal of Fish Biology,10.1111/jfb.12857,https://api.crossref.org/works/10.1111/jfb.12857.xml,https://journalsearches.com/journal.php?title=Journal of Fish Biology,2.7, NO,00221112,https://www.resurchify.com/find/?query=00221112,2.09,119
1112,"Growth, site fidelity, and grouper interactions of the Red Sea lionfish Pterois miles (Scorpaenidae) in its native habitat",Predatory fish invaders: Insights from Indo-Pacific lionfish in the western Atlantic and Caribbean,Biological Conservation,10.1016/j.biocon.2013.04.014,https://api.crossref.org/works/10.1016/j.biocon.2013.04.014.xml,https://journalsearches.com/journal.php?title=Biological Conservation,8.9, NO,00063207,https://www.resurchify.com/find/?query=00063207,,
1113,"Growth, site fidelity, and grouper interactions of the Red Sea lionfish Pterois miles (Scorpaenidae) in its native habitat",Indo-Pacific lionfish are larger and more abundant on invaded reefs: a comparison of Kenyan and Bahamian lionfish populations,Biological Invasions,10.1007/s10530-011-0020-0,https://api.crossref.org/works/10.1007/s10530-011-0020-0.xml,https://journalsearches.com/journal.php?title=Biological Invasions,5.6, NO,13873547,https://www.resurchify.com/find/?query=13873547,3.22,116
1114,"Growth, site fidelity, and grouper interactions of the Red Sea lionfish Pterois miles (Scorpaenidae) in its native habitat",Mitochondrial control region sequence analyses indicate dispersal from the US East Coast as the source of the invasive Indo-Pacific lionfish Pterois volitans in the Bahamas,Marine Biology,10.1007/s00227-009-1163-8,https://api.crossref.org/works/10.1007/s00227-009-1163-8.xml,https://journalsearches.com/journal.php?title=Marine Biology,4, NO,00253162,https://www.resurchify.com/find/?query=00253162,2.58,125
1115,"Growth, site fidelity, and grouper interactions of the Red Sea lionfish Pterois miles (Scorpaenidae) in its native habitat",Record densities of Indo-Pacific lionfish on Bahamian coral reefs,Coral Reefs,10.1007/s00338-008-0446-8,https://api.crossref.org/works/10.1007/s00338-008-0446-8.xml,https://journalsearches.com/journal.php?title=Coral Reefs,5.8, NO,07224028,https://www.resurchify.com/find/?query=07224028,4.19,114
1116,"Growth, site fidelity, and grouper interactions of the Red Sea lionfish Pterois miles (Scorpaenidae) in its native habitat",Spatial analysis of the invasion of lionfish in the western Atlantic and Caribbean,Marine Pollution Bulletin,10.1016/j.marpolbul.2011.03.028,https://api.crossref.org/works/10.1016/j.marpolbul.2011.03.028.xml,https://journalsearches.com/journal.php?title=Marine Pollution Bulletin,7.9, NO,0025326X,https://www.resurchify.com/find/?query=0025326X,6.49,193
1117,"Growth, site fidelity, and grouper interactions of the Red Sea lionfish Pterois miles (Scorpaenidae) in its native habitat","Site fidelity and movement patterns of invasive lionfish, Pterois spp., in a Florida estuary",Journal of Experimental Marine Biology and Ecology,10.1016/j.jembe.2012.01.015,https://api.crossref.org/works/10.1016/j.jembe.2012.01.015.xml,https://journalsearches.com/journal.php?title=Journal of Experimental Marine Biology and Ecology,4.8, NO,00220981,https://www.resurchify.com/find/?query=00220981,,
1118,"Growth, site fidelity, and grouper interactions of the Red Sea lionfish Pterois miles (Scorpaenidae) in its native habitat",New perspectives on aquarium fish trade,Fisheries Science,10.1111/j.1444-2906.2006.01114.x,https://api.crossref.org/works/10.1111/j.1444-2906.2006.01114.x.xml,https://journalsearches.com/journal.php?title=Fisheries Science,2.2, NO,09199268,https://www.resurchify.com/find/?query=09199268,1.80,66
1119,"Growth, site fidelity, and grouper interactions of the Red Sea lionfish Pterois miles (Scorpaenidae) in its native habitat",Sample Size in Petersen Mark–Recapture Experiments,Transactions of the American Fisheries Society,10.1577/1548-8659(1964)93[215:SSIPME]2.0.CO;2,https://api.crossref.org/works/10.1577/1548-8659(1964)93[215:SSIPME]2.0.CO;2.xml,https://journalsearches.com/journal.php?title=Transactions of the American Fisheries Society,2.9, NO,00028487,https://www.resurchify.com/find/?query=00028487,2.09,90
1120,"Growth, site fidelity, and grouper interactions of the Red Sea lionfish Pterois miles (Scorpaenidae) in its native habitat",Influence of seasonal and latitudinal temperature variation on early life-history traits of a coral reef fish,Marine and Freshwater Research,10.1071/MF11278,https://api.crossref.org/works/10.1071/MF11278.xml,https://journalsearches.com/journal.php?title=Marine and Freshwater Research,3.6, NO,13231650,https://www.resurchify.com/find/?query=13231650,2.26,93
1121,"Growth, site fidelity, and grouper interactions of the Red Sea lionfish Pterois miles (Scorpaenidae) in its native habitat",Re-examining the relationship between invasive lionfish and native grouper in the Caribbean,PeerJ,10.7717/peerj.348,https://api.crossref.org/works/10.7717/peerj.348.xml,https://journalsearches.com/journal.php?title=PeerJ,3.8, YES,21678359,https://www.resurchify.com/find/?query=21678359,3.01,83
1122,"Growth, site fidelity, and grouper interactions of the Red Sea lionfish Pterois miles (Scorpaenidae) in its native habitat",Phylogeography of Lionfishes (Pterois) Indicate Taxonomic Over Splitting and Hybrid Origin of the Invasive Pterois volitans,Journal of Heredity,10.1093/jhered/esx056,https://api.crossref.org/works/10.1093/jhered/esx056.xml,https://journalsearches.com/journal.php?title=Journal of Heredity,5.2, NO,00221503,https://www.resurchify.com/find/?query=00221503,2.37,96
1123,"Growth, site fidelity, and grouper interactions of the Red Sea lionfish Pterois miles (Scorpaenidae) in its native habitat","Effects of temperature on survival, development, growth and feeding of larvae of Yellowtail clownfish Amphiprion clarkii (Pisces: Perciformes)",Acta Ecologica Sinica,10.1016/j.chnaes.2011.06.003,https://api.crossref.org/works/10.1016/j.chnaes.2011.06.003.xml,https://journalsearches.com/journal.php?title=Acta Ecologica Sinica,1.4, NO,10000933,https://www.resurchify.com/find/?query=10000933,1.11,47
1124,Anti-Lessepsian migration rectified: the Comber Serranus cabrilla (L. 1758) existed in the Red Sea prior to the Suez Canal opening,Median-joining networks for inferring intraspecific phylogenies,Molecular Biology and Evolution,10.1093/oxfordjournals.molbev.a026036,https://api.crossref.org/works/10.1093/oxfordjournals.molbev.a026036.xml,https://journalsearches.com/journal.php?title=Molecular Biology and Evolution,19.8, NO,07374038,https://www.resurchify.com/find/?query=07374038,6.49,228
1125,Anti-Lessepsian migration rectified: the Comber Serranus cabrilla (L. 1758) existed in the Red Sea prior to the Suez Canal opening,"Dipterygonotus balteatus (Valenciennes, 1830) (Teleostei: Caesionidae), a new alien fish in the Mediterranean Sea",BioInvasions Records,10.3391/bir.2018.7.1.12,https://api.crossref.org/works/10.3391/bir.2018.7.1.12.xml,https://journalsearches.com/journal.php?title=BioInvasions Records,2.5, YES,,https://www.resurchify.com/find/?query=nan,7.52,317
1126,Anti-Lessepsian migration rectified: the Comber Serranus cabrilla (L. 1758) existed in the Red Sea prior to the Suez Canal opening,Red Sea fishes in the Mediterranean Sea: a preliminary investigation of a biological invasion using DNA barcoding,Journal of Biogeography,10.1111/jbi.12595,https://api.crossref.org/works/10.1111/jbi.12595.xml,https://journalsearches.com/journal.php?title=Journal of Biogeography,7.1, NO,03050270,https://www.resurchify.com/find/?query=03050270,4.81,163
1127,Anti-Lessepsian migration rectified: the Comber Serranus cabrilla (L. 1758) existed in the Red Sea prior to the Suez Canal opening,Ecological traits and environmental affinity explain Red Sea fish introduction into the Mediterranean,Global Change Biology,10.1111/gcb.12132,https://api.crossref.org/works/10.1111/gcb.12132.xml,https://journalsearches.com/journal.php?title=Global Change Biology,15.5, NO,13541013,https://www.resurchify.com/find/?query=13541013,11.59,272
1128,Anti-Lessepsian migration rectified: the Comber Serranus cabrilla (L. 1758) existed in the Red Sea prior to the Suez Canal opening,STRUCTURE HARVESTER: a website and program for visualizing STRUCTURE output and implementing the Evanno method,Conservation Genetics Resources,10.1007/s12686-011-9548-7,https://api.crossref.org/works/10.1007/s12686-011-9548-7.xml,https://journalsearches.com/journal.php?title=Conservation Genetics Resources,1.9, NO,18777252,https://www.resurchify.com/find/?query=18777252,0.98,24
1129,Anti-Lessepsian migration rectified: the Comber Serranus cabrilla (L. 1758) existed in the Red Sea prior to the Suez Canal opening,Sea-level Variation Along the Suez Canal,"Estuarine, Coastal and Shelf Science",10.1006/ecss.1996.0160,https://api.crossref.org/works/10.1006/ecss.1996.0160.xml,"https://journalsearches.com/journal.php?title=Estuarine, Coastal and Shelf Science",4.6, NO,02727714,https://www.resurchify.com/find/?query=02727714,3.10,142
1130,Anti-Lessepsian migration rectified: the Comber Serranus cabrilla (L. 1758) existed in the Red Sea prior to the Suez Canal opening,Analysis of molecular variance inferred from metric distances among DNA haplotypes: application to human mitochondrial DNA restriction data.,Genetics,10.1093/genetics/131.2.479,https://api.crossref.org/works/10.1093/genetics/131.2.479.xml,https://journalsearches.com/journal.php?title=Genetics,7.6, NO,00166731,https://www.resurchify.com/find/?query=00166731,3.69,255
1131,Anti-Lessepsian migration rectified: the Comber Serranus cabrilla (L. 1758) existed in the Red Sea prior to the Suez Canal opening,New record of the alien seagrass Halophila stipulacea (Hydrocharitaceae) in the western Mediterranean: a further clue to changing Mediterranean Sea biogeography,Marine Biodiversity Records,10.1017/S175526720900058X,https://api.crossref.org/works/10.1017/S175526720900058X.xml,https://journalsearches.com/journal.php?title=Marine Biodiversity Records,2.2, YES,17552672,https://www.resurchify.com/find/?query=17552672,2.71,20
1132,Anti-Lessepsian migration rectified: the Comber Serranus cabrilla (L. 1758) existed in the Red Sea prior to the Suez Canal opening,Genetic bottlenecks and successful biological invasions: the case of a recent Lessepsian migrant,Biology Letters,10.1098/rsbl.2007.0308,https://api.crossref.org/works/10.1098/rsbl.2007.0308.xml,https://journalsearches.com/journal.php?title=Biology Letters,5, NO,17449561,https://www.resurchify.com/find/?query=17449561,3.55,119
1133,Anti-Lessepsian migration rectified: the Comber Serranus cabrilla (L. 1758) existed in the Red Sea prior to the Suez Canal opening,"
DNA
                    barcoding commercially important fish species of
                    T
                    urkey
                  ",Molecular Ecology Resources,10.1111/1755-0998.12120,https://api.crossref.org/works/10.1111/1755-0998.12120.xml,https://journalsearches.com/journal.php?title=Molecular Ecology Resources,11.6, NO,1755098X,https://www.resurchify.com/find/?query=1755098X,8.64,148
1134,Anti-Lessepsian migration rectified: the Comber Serranus cabrilla (L. 1758) existed in the Red Sea prior to the Suez Canal opening,A simple method for estimating evolutionary rates of base substitutions through comparative studies of nucleotide sequences,Journal of Molecular Evolution,10.1007/BF01731581,https://api.crossref.org/works/10.1007/BF01731581.xml,https://journalsearches.com/journal.php?title=Journal of Molecular Evolution,3.4, NO,00222844,https://www.resurchify.com/find/?query=00222844,2.90,128
1135,Anti-Lessepsian migration rectified: the Comber Serranus cabrilla (L. 1758) existed in the Red Sea prior to the Suez Canal opening,"
popart
                    : full‐feature software for haplotype network construction
                  ",Methods in Ecology and Evolution,10.1111/2041-210X.12410,https://api.crossref.org/works/10.1111/2041-210X.12410.xml,https://journalsearches.com/journal.php?title=Methods in Ecology and Evolution,11.7, NO,2041210X,https://www.resurchify.com/find/?query=2041210X,8.40,123
1136,Anti-Lessepsian migration rectified: the Comber Serranus cabrilla (L. 1758) existed in the Red Sea prior to the Suez Canal opening,Cutadapt removes adapter sequences from high-throughput sequencing reads,EMBnet.journal,10.14806/ej.17.1.200,https://api.crossref.org/works/10.14806/ej.17.1.200.xml,https://journalsearches.com/journal.php?title=EMBnet.journal,,,,https://www.resurchify.com/find/?query=,,
1137,Anti-Lessepsian migration rectified: the Comber Serranus cabrilla (L. 1758) existed in the Red Sea prior to the Suez Canal opening,"Non-native fishes in the Mediterranean from the Red Sea, by way of the Suez Canal",Reviews in Fish Biology and Fisheries,10.1007/s11160-007-9073-7,https://api.crossref.org/works/10.1007/s11160-007-9073-7.xml,https://journalsearches.com/journal.php?title=Reviews in Fish Biology and Fisheries,8, NO,09603166,https://www.resurchify.com/find/?query=09603166,6.57,104
1138,Anti-Lessepsian migration rectified: the Comber Serranus cabrilla (L. 1758) existed in the Red Sea prior to the Suez Canal opening,"
                    Genetic diversity and phylogenetic relationships of threadfin breams (
                    Nemipterus
                    spp.) from the Red Sea and eastern Mediterranean Sea
                  ",Genome,10.1139/gen-2019-0163,https://api.crossref.org/works/10.1139/gen-2019-0163.xml,https://journalsearches.com/journal.php?title=Genome,3.8, NO,08312796,https://www.resurchify.com/find/?query=08312796,2.35,102
1139,Anti-Lessepsian migration rectified: the Comber Serranus cabrilla (L. 1758) existed in the Red Sea prior to the Suez Canal opening,genalex 6: genetic analysis in Excel. Population genetic software for teaching and research,Molecular Ecology Notes,10.1111/j.1471-8286.2005.01155.x,https://api.crossref.org/works/10.1111/j.1471-8286.2005.01155.x.xml,https://journalsearches.com/journal.php?title=Molecular Ecology Notes,,,14718278,https://www.resurchify.com/find/?query=14718278,,
1140,Anti-Lessepsian migration rectified: the Comber Serranus cabrilla (L. 1758) existed in the Red Sea prior to the Suez Canal opening,DNA BARCODING OF FISH SPECIES FROM THE MEDITERRANEAN COAST OF ISRAEL,Mediterranean Marine Science,10.12681/mms.1384,https://api.crossref.org/works/10.12681/mms.1384.xml,https://journalsearches.com/journal.php?title=Mediterranean Marine Science,3.6, YES,1108393X,https://www.resurchify.com/find/?query=1108393X,2.93,43
1141,Anti-Lessepsian migration rectified: the Comber Serranus cabrilla (L. 1758) existed in the Red Sea prior to the Suez Canal opening,Lessepsian migration: a continuous biogeographical process,Endeavour,10.1016/0160-9327(91)90152-2,https://api.crossref.org/works/10.1016/0160-9327(91)90152-2.xml,https://journalsearches.com/journal.php?title=Endeavour,0.7, NO,01609327,https://www.resurchify.com/find/?query=01609327,,
1142,Anti-Lessepsian migration rectified: the Comber Serranus cabrilla (L. 1758) existed in the Red Sea prior to the Suez Canal opening,DNA barcoding Australia's fish species,Philosophical Transactions of the Royal Society B: Biological Sciences,10.1098/rstb.2005.1716,https://api.crossref.org/works/10.1098/rstb.2005.1716.xml,https://journalsearches.com/journal.php?title=Philosophical Transactions of the Royal Society B: Biological Sciences,10.9, NO,09628436,https://www.resurchify.com/find/?query=09628436,5.95,285
1143,Anti-Lessepsian migration rectified: the Comber Serranus cabrilla (L. 1758) existed in the Red Sea prior to the Suez Canal opening,Article Review: Lessepsian migration of zooplankton through Suez Canal and its impact on ecological system,The Egyptian Journal of Aquatic Research,10.1016/j.ejar.2015.04.001,https://api.crossref.org/works/10.1016/j.ejar.2015.04.001.xml,https://journalsearches.com/journal.php?title=The Egyptian Journal of Aquatic Research,,,,https://www.resurchify.com/find/?query=,,
1144,"Flow structure, heat transfer and pressure drop in varying aspect ratio two-pass rectangular smooth channels",Detailed measurements of local heat transfer coefficients in turbulent flow through smooth and rib-roughened serpentine passages with a 180° sharp bend,International Journal of Heat and Mass Transfer,10.1016/S0017-9310(98)00308-1,https://api.crossref.org/works/10.1016/S0017-9310(98)00308-1.xml,https://journalsearches.com/journal.php?title=International Journal of Heat and Mass Transfer,9.6, NO,00179310,https://www.resurchify.com/find/?query=00179310,,
1145,"Flow structure, heat transfer and pressure drop in varying aspect ratio two-pass rectangular smooth channels",Effects of cross ribs on heat/mass transfer in a two-pass rotating duct,Heat and Mass Transfer,10.1007/s00231-003-0416-1,https://api.crossref.org/works/10.1007/s00231-003-0416-1.xml,https://journalsearches.com/journal.php?title=Heat and Mass Transfer,3.7, NO,,https://www.resurchify.com/find/?query=,,
1146,"Flow structure, heat transfer and pressure drop in varying aspect ratio two-pass rectangular smooth channels",Effect of Channel Orientation of Local Heat (Mass) Transfer Distributions in a Rotating Two-Pass Square Channel With Smooth Walls,Journal of Heat Transfer,10.1115/1.2824323,https://api.crossref.org/works/10.1115/1.2824323.xml,https://journalsearches.com/journal.php?title=Journal of Heat Transfer,3.8, NO,00221481,https://www.resurchify.com/find/?query=00221481,1.73,131
1147,"Flow structure, heat transfer and pressure drop in varying aspect ratio two-pass rectangular smooth channels",Heat convection in a 180-deg turning duct with different turn configurations,Journal of Thermophysics and Heat Transfer,10.2514/3.583,https://api.crossref.org/works/10.2514/3.583.xml,https://journalsearches.com/journal.php?title=Journal of Thermophysics and Heat Transfer,3.3, NO,08878722,https://www.resurchify.com/find/?query=08878722,1.77,69
1148,"Flow structure, heat transfer and pressure drop in varying aspect ratio two-pass rectangular smooth channels",Rotating Effect on Fluid Flow in Two Smooth Ducts Connected by a 180-Degree Bend,Journal of Fluids Engineering,10.1115/1.1522413,https://api.crossref.org/works/10.1115/1.1522413.xml,https://journalsearches.com/journal.php?title=Journal of Fluids Engineering,,,,https://www.resurchify.com/find/?query=,,
1149,"Flow structure, heat transfer and pressure drop in varying aspect ratio two-pass rectangular smooth channels",Numerical Investigation of Turbulent Heat Transfer in a Rectangular-Sectioned 90° Bend,"Numerical Heat Transfer, Part A: Applications",10.1080/10407780500430884,https://api.crossref.org/works/10.1080/10407780500430884.xml,"https://journalsearches.com/journal.php?title=Numerical Heat Transfer, Part A: Applications",,,,https://www.resurchify.com/find/?query=,,
1150,"Flow structure, heat transfer and pressure drop in varying aspect ratio two-pass rectangular smooth channels",Heat transfer in high-aspect-ratio rectangular passage with skewed ribs,Heat Transfer?Asian Research,10.1002/htj.10018,https://api.crossref.org/works/10.1002/htj.10018.xml,https://journalsearches.com/journal.php?title=Heat Transfer?Asian Research,,,,https://www.resurchify.com/find/?query=,,
1151,"Flow structure, heat transfer and pressure drop in varying aspect ratio two-pass rectangular smooth channels",Fluid Flow and Heat Transfer in an Internal Coolant Passage,International Journal of Rotating Machinery,10.1155/S1023621X0100029X,https://api.crossref.org/works/10.1155/S1023621X0100029X.xml,https://journalsearches.com/journal.php?title=International Journal of Rotating Machinery,2.7, YES,1023621X,https://www.resurchify.com/find/?query=1023621X,1.54,35
1152,"Flow structure, heat transfer and pressure drop in varying aspect ratio two-pass rectangular smooth channels",Heat Transfer Enhancement in Channels With Turbulence Promoters,Journal of Engineering for Gas Turbines and Power,10.1115/1.3239782,https://api.crossref.org/works/10.1115/1.3239782.xml,https://journalsearches.com/journal.php?title=Journal of Engineering for Gas Turbines and Power,4.2, NO,07424795,https://www.resurchify.com/find/?query=07424795,2.23,91
1153,"Flow structure, heat transfer and pressure drop in varying aspect ratio two-pass rectangular smooth channels",Experimental and numerical study of developed flow and heat transfer in coolant channels with 45 degree ribs,International Journal of Heat and Fluid Flow,10.1016/S0142-727X(99)00011-9,https://api.crossref.org/works/10.1016/S0142-727X(99)00011-9.xml,https://journalsearches.com/journal.php?title=International Journal of Heat and Fluid Flow,4.3, NO,0142727X,https://www.resurchify.com/find/?query=0142727X,2.77,116
1154,"On flow structure, heat transfer and pressure drop in varying aspect ratio two-pass rectangular channel with ribs at 45",An Experimental Investigation of the Rib Surface-Averaged Heat Transfer Coefficient in a Rib-Roughened Square Passage,Journal of Turbomachinery,10.1115/1.2841122,https://api.crossref.org/works/10.1115/1.2841122.xml,https://journalsearches.com/journal.php?title=Journal of Turbomachinery,6, NO,0889504X,https://www.resurchify.com/find/?query=0889504X,2.41,116
1155,"On flow structure, heat transfer and pressure drop in varying aspect ratio two-pass rectangular channel with ribs at 45",Numerical investigations of pressure loss and heat transfer in a 180° bend of a ribbed two-pass internal cooling channel with engine-similar cross-sections,"Proceedings of the Institution of Mechanical Engineers, Part A: Journal of Power and Energy",10.1243/09576509JPE831,https://api.crossref.org/works/10.1243/09576509JPE831.xml,"https://journalsearches.com/journal.php?title=Proceedings of the Institution of Mechanical Engineers, Part A: Journal of Power and Energy",3.1, NO,09576509,https://www.resurchify.com/find/?query=09576509,2.21,64
1156,"On flow structure, heat transfer and pressure drop in varying aspect ratio two-pass rectangular channel with ribs at 45",Numerical Simulation of Local Heat Transfer in Rotating Two-Pass Square Channels,Annals of the New York Academy of Sciences,10.1111/j.1749-6632.2001.tb05883.x,https://api.crossref.org/works/10.1111/j.1749-6632.2001.tb05883.x.xml,https://journalsearches.com/journal.php?title=Annals of the New York Academy of Sciences,9.1, NO,00778923,https://www.resurchify.com/find/?query=00778923,6.18,261
1157,Fishes (Gobiidae and Labridae) associated with the mushroom coral Heliofungia actiniformis (Scleractinia: Fungiidae) in the Philippines,The mushroom coral as a habitat,Journal of the Marine Biological Association of the United Kingdom,10.1017/S0025315411001445,https://api.crossref.org/works/10.1017/S0025315411001445.xml,https://journalsearches.com/journal.php?title=Journal of the Marine Biological Association of the United Kingdom,2.7, NO,00253154,https://www.resurchify.com/find/?query=00253154,1.34,71
1158,Growth of vertically aligned ZnO nanorods on Teflon as a novel substrate for low-power flexible light sensors,Anomalous behavior in ZnMgO thin films deposited by sol–gel method,Thin Solid Films,10.1016/j.tsf.2010.12.188,https://api.crossref.org/works/10.1016/j.tsf.2010.12.188.xml,https://journalsearches.com/journal.php?title=Thin Solid Films,3.8, NO,00406090,https://www.resurchify.com/find/?query=00406090,,
1159,Growth of vertically aligned ZnO nanorods on Teflon as a novel substrate for low-power flexible light sensors,Controllable vertically aligned ZnO nanorods on flexible polyethylene naphthalate (PEN) substrate using chemical bath deposition synthesis,Applied Physics A,10.1007/s00339-013-7619-1,https://api.crossref.org/works/10.1007/s00339-013-7619-1.xml,https://journalsearches.com/journal.php?title=Applied Physics A,,,,https://www.resurchify.com/find/?query=,,
1160,Growth of vertically aligned ZnO nanorods on Teflon as a novel substrate for low-power flexible light sensors,Morphological and structural characterization of single-crystal ZnO nanorod arrays on flexible and non-flexible substrates,Beilstein Journal of Nanotechnology,10.3762/bjnano.6.73,https://api.crossref.org/works/10.3762/bjnano.6.73.xml,https://journalsearches.com/journal.php?title=Beilstein Journal of Nanotechnology,5.5, YES,21904286,https://www.resurchify.com/find/?query=21904286,2.98,66
1161,Growth of vertically aligned ZnO nanorods on Teflon as a novel substrate for low-power flexible light sensors,Analysis of Raman modes in Mn-doped ZnO nanocrystals,physica status solidi (b),10.1002/pssb.200945192,https://api.crossref.org/works/10.1002/pssb.200945192.xml,https://journalsearches.com/journal.php?title=physica status solidi (b),,,,https://www.resurchify.com/find/?query=,,
1162,Growth of vertically aligned ZnO nanorods on Teflon as a novel substrate for low-power flexible light sensors,High photosensitivity and low dark current of photoconductive semiconductor switch based on ZnO single nanobelt,Solid-State Electronics,10.1016/j.sse.2010.09.002,https://api.crossref.org/works/10.1016/j.sse.2010.09.002.xml,https://journalsearches.com/journal.php?title=Solid-State Electronics,3.2, NO,00381101,https://www.resurchify.com/find/?query=00381101,,
1163,DFT insights into the electronic and optical properties of fluorine-doped monoclinic niobium pentoxide (B-Nb<sub>2</sub>O<sub>5</sub>:F),Electrochromic properties of spray-deposited niobium oxide thin films,Solid State Ionics,10.1016/j.ssi.2006.08.032,https://api.crossref.org/works/10.1016/j.ssi.2006.08.032.xml,https://journalsearches.com/journal.php?title=Solid State Ionics,5.9, NO,01672738,https://www.resurchify.com/find/?query=01672738,,
1164,DFT insights into the electronic and optical properties of fluorine-doped monoclinic niobium pentoxide (B-Nb<sub>2</sub>O<sub>5</sub>:F),Rapid and controlled electrochemical synthesis of crystalline niobium oxide microcones,MRS Communications,10.1557/mrc.2015.43,https://api.crossref.org/works/10.1557/mrc.2015.43.xml,https://journalsearches.com/journal.php?title=MRS Communications,4, NO,21596859,https://www.resurchify.com/find/?query=21596859,2.77,36
1165,DFT insights into the electronic and optical properties of fluorine-doped monoclinic niobium pentoxide (B-Nb<sub>2</sub>O<sub>5</sub>:F),Role of Nb 2 O 5 phase in the formation of piezoelectric PbNb 2 O 6,Thermochimica Acta,10.1016/j.tca.2014.05.008,https://api.crossref.org/works/10.1016/j.tca.2014.05.008.xml,https://journalsearches.com/journal.php?title=Thermochimica Acta,4.7, NO,00406031,https://www.resurchify.com/find/?query=00406031,3.17,142
1166,DFT insights into the electronic and optical properties of fluorine-doped monoclinic niobium pentoxide (B-Nb<sub>2</sub>O<sub>5</sub>:F),Refinement of the structure of ?-Nb2O5 and its relationship to the rutile and thoreaulite structures,Mineralogy and Petrology,10.1007/BF01166893,https://api.crossref.org/works/10.1007/BF01166893.xml,https://journalsearches.com/journal.php?title=Mineralogy and Petrology,3.3, NO,09300708,https://www.resurchify.com/find/?query=09300708,1.79,58
